filename,angle,speed,left,right
/Users/alexbautistaramos/Downloads/images/image_700.png,-0.05,15.0,1,0
/Users/alexbautistaramos/Downloads/images/image_725.png,-0.05,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_750.png,-0.05,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_775.png,-0.05,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_800.png,-0.05,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_825.png,-0.05,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_850.png,-0.025,45.0,0,1
/Users/alexbautistaramos/Downloads/images/image_875.png,-0.025,45.0,0,1
/Users/alexbautistaramos/Downloads/images/image_900.png,-0.025,45.0,0,1
/Users/alexbautistaramos/Downloads/images/image_925.png,-0.025,45.0,0,1
/Users/alexbautistaramos/Downloads/images/image_950.png,-0.025,45.0,0,1
/Users/alexbautistaramos/Downloads/images/image_975.png,-0.025,45.0,0,1
/Users/alexbautistaramos/Downloads/images/image_1000.png,-0.025,45.0,0,1
/Users/alexbautistaramos/Downloads/images/image_1025.png,0.025,45.0,0,1
/Users/alexbautistaramos/Downloads/images/image_1050.png,0.025,45.0,0,1
/Users/alexbautistaramos/Downloads/images/image_1075.png,0.025,45.0,0,1
/Users/alexbautistaramos/Downloads/images/image_1100.png,0.025,45.0,0,1
/Users/alexbautistaramos/Downloads/images/image_1125.png,-0.01,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1150.png,-0.01,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1175.png,-0.01,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1200.png,-0.01,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1225.png,0.04,45.0,0,1
/Users/alexbautistaramos/Downloads/images/image_1250.png,0.04,45.0,0,1
/Users/alexbautistaramos/Downloads/images/image_1275.png,0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1300.png,-0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1325.png,-0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1350.png,-0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1375.png,-0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1400.png,-0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1425.png,-0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1450.png,-0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1475.png,-0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1500.png,-0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1525.png,-0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1550.png,-0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1575.png,-0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1600.png,-0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1625.png,-0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1650.png,-0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1675.png,-0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1700.png,-0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1725.png,-0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1750.png,-0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1775.png,-0.005,45.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1800.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1825.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1850.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1875.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1900.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1925.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_1950.png,0.005,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_1975.png,0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_2000.png,0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_2025.png,0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_2050.png,0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_2075.png,0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_2100.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2125.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2150.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2175.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2200.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2225.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2250.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2275.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2300.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2325.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2350.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2375.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2400.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2425.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2450.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2475.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2500.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2525.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2550.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2575.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2600.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2625.png,-0.005,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2650.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_2675.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_2700.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_2725.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_2750.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_2775.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_2800.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_2825.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_2850.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_2875.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_2900.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_2925.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_2950.png,-0.02,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_2975.png,-0.02,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_3000.png,-0.02,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_3025.png,-0.02,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_3050.png,-0.02,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_3075.png,-0.02,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_3100.png,-0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_3125.png,0.035,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_3150.png,0.035,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_3175.png,0.035,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_3200.png,-0.02,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_3225.png,-0.02,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_3250.png,-0.02,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_3275.png,-0.02,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_3300.png,0.02,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_3325.png,0.02,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_3350.png,0.02,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_3375.png,-0.025,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_3400.png,-0.025,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_3425.png,-0.025,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_3450.png,-0.025,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_3475.png,-0.025,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_3500.png,-0.025,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_3525.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_3550.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_3575.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_3600.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_3625.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_3650.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_3675.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_3700.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_3725.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_3750.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_3775.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_3800.png,-0.02,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_3825.png,-0.02,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_3850.png,-0.02,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_3875.png,0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_3900.png,0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_3925.png,-0.025,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_3950.png,-0.025,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_3975.png,-0.025,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_4000.png,-0.065,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_4025.png,-0.065,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_4050.png,-0.065,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_4075.png,-0.065,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_4100.png,-0.065,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_4125.png,-0.065,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_4150.png,-0.065,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_4175.png,-0.065,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_4200.png,-0.065,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_4225.png,-0.065,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_4250.png,-0.065,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_4275.png,-0.065,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_4300.png,-0.065,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_4325.png,-0.04,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4350.png,-0.04,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4375.png,-0.065,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_4400.png,-0.09,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_4425.png,-0.09,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_4450.png,-0.09,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_4475.png,-0.065,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4500.png,-0.065,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4525.png,-0.065,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4550.png,-0.065,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4575.png,-0.065,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4600.png,-0.065,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4625.png,-0.065,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4650.png,-0.065,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4675.png,-0.065,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4700.png,-0.065,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4725.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4750.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4775.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4800.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4825.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4850.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4875.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4900.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4925.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4950.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_4975.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5000.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5025.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5050.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5075.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5100.png,0.01,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5125.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5150.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5175.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5200.png,-0.02,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_5225.png,-0.02,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_5250.png,-0.02,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_5275.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5300.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5325.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5350.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5375.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5400.png,-0.03,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_5425.png,-0.045,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_5450.png,-0.045,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_5475.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5500.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5525.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5550.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5575.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5600.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5625.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5650.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5675.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5700.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5725.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5750.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5775.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5800.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5825.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5850.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5875.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5900.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5925.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5950.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_5975.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6000.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6025.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6050.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6075.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6100.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6125.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6150.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6175.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6200.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6225.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6250.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6275.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6300.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6325.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6350.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6375.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6400.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6425.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6450.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6475.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6500.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6525.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6550.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6575.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6600.png,0.0,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6625.png,0.005,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6650.png,0.035,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6675.png,0.035,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6700.png,0.035,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6725.png,0.035,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6750.png,0.035,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6775.png,0.035,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_6800.png,-0.015,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_6825.png,-0.015,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_6850.png,-0.015,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_6875.png,-0.015,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_6900.png,-0.015,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_6925.png,-0.015,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_6950.png,-0.015,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_6975.png,-0.015,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7000.png,-0.015,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7025.png,-0.015,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7050.png,0.035,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_7075.png,0.035,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_7100.png,-0.01,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7125.png,-0.01,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7150.png,-0.01,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7175.png,-0.01,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7200.png,-0.01,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7225.png,-0.01,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7250.png,-0.01,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7275.png,-0.01,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7300.png,-0.01,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7325.png,-0.01,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7350.png,-0.01,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7375.png,-0.01,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7400.png,-0.01,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7425.png,-0.01,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7450.png,-0.01,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7475.png,-0.01,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7500.png,-0.01,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7525.png,-0.01,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7550.png,0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_7575.png,0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_7600.png,0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_7625.png,0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_7650.png,0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_7675.png,0.0,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7700.png,-0.035,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7725.png,-0.035,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_7750.png,-0.015,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_7775.png,0.005,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_7800.png,0.005,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_7825.png,0.005,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_7850.png,0.005,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_7875.png,0.005,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_7900.png,0.005,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_7925.png,0.005,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_7950.png,0.005,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_7975.png,0.005,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8000.png,0.005,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8025.png,0.005,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8050.png,-0.05,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_8075.png,-0.05,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_8100.png,-0.05,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_8125.png,-0.05,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_8150.png,-0.05,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_8175.png,-0.05,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_8200.png,-0.05,30.0,1,0
/Users/alexbautistaramos/Downloads/images/image_8225.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8250.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8275.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8300.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8325.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8350.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8375.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8400.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8425.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8450.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8475.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8500.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8525.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8550.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8575.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8600.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8625.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8650.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8675.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8700.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8725.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8750.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8775.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8800.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8825.png,-0.025,30.0,0,1
/Users/alexbautistaramos/Downloads/images/image_8850.png,-0.025,30.0,0,1
